"filename","s1_maxfreq","s2_maxfreq","s1_minfreq","s2_minfreq","s1_peakfreq","s2_peakfreq","s1_specentropy","s2_specentropy","s1_maxslope","s2_maxslope","s1_minslope","s2_minslope","s1_duration","s2_duration"
"ind_1",2.97003296344655,3.06495868340481,2.22376430702302,2.14549776587554,2.47043420916537,2.4949668487198,0.561777491466796,0.519553012783348,0.304853549401221,1.37811190835106,-0.415360919556403,-0.399903065591172,0.349085430858302,0.571226043405411
"ind_2",3.30486754356254,3.00085202422819,1.92930888173602,2.19397247848963,2.43731503376547,2.42308064104803,0.586085547473757,0.503926446170207,0.420996132575695,1.46067827448831,-0.497904220101877,-0.598192254493602,0.418799487047262,0.670023831385257
"ind_3",3.36151572682463,3.09646183764139,2.08741805052163,2.17166051600207,2.47335757042514,2.21903605783331,0.552356227039225,0.487175186162323,0.311015869486699,1.25845517621655,-0.331451701262825,-0.492333455839457,0.443713709086878,0.484216072853817
"ind_4",3.16267141927298,2.77141421467932,1.8045836278613,2.17415927463827,2.42146550693956,2.25355478311767,0.572638916869358,0.507953557499742,0.540472394374041,1.11849967798792,-0.542060250231336,-0.383448740652867,0.445369693889182,0.636383498364003
"ind_5",3.54166085641734,3.30430057873649,2.11597436804104,2.17711608153133,2.47491392961604,2.27619617033674,0.605012930239123,0.479737763701521,0.292517480934692,1.25631227877855,-0.175146130937779,-0.354178510857485,0.360883863204632,0.48853074016213
"ind_6",2.98520830122834,3.28162505501518,2.10089212149082,2.20019532514056,2.42997168186158,2.18935212978456,0.598492963116491,0.521365409466603,0.539772923232921,1.43285010434028,-0.368786144853639,-0.49026970273595,0.405128038648604,0.637941324262119
"ind_7",3.05876388826313,3.11538232672372,2.0749996720644,2.1891171360887,2.50368195106159,2.26336723787986,0.536296030105859,0.504449388201535,0.361490741485994,1.32796632911129,-0.581155188310099,-0.414169540296275,0.422856218837181,0.508988135884515
"ind_8",3.04030814632262,2.97623009365856,1.83717218341865,2.14258051993336,2.45484746356133,2.27889878193524,0.534519471058711,0.50636571679885,0.416857372332945,1.38043344091291,-0.271552449615211,-0.38377143989461,0.408289406353632,0.496712105172987
"ind_9",3.28056354867258,3.0503100382758,1.89144700246776,2.10409553226442,2.49336022463896,2.42167239838083,0.535915567261536,0.496923905615797,0.273154525420682,1.18273891934601,-0.625724122160188,-0.467902234289642,0.364312524196893,0.485825711204164
"ind_10",3.25719017394294,2.86504253474617,1.98310742587449,2.17880250179806,2.44441066978284,2.36860542097755,0.558536709912864,0.489795824751175,0.336655447222092,1.058306891887,-0.344603979889569,-0.386826555459575,0.390597117373574,0.599708736008243
"ind_11",3.05364488463492,3.06406243420019,2.11137694885988,2.17312426457397,2.4516035278978,2.1381998012493,0.511059747975185,0.50942440620774,0.514074216965059,1.29091395551304,-0.260628103323678,-0.461578563291462,0.40648336486454,0.501545909695623
"ind_12",2.95921376702073,3.03113635303281,2.04296006136202,2.16611525948597,2.41367650600711,2.3259902392527,0.538731436452194,0.508927177584459,0.34587185758287,1.24555940482314,-0.378863159214238,-0.344362056992615,0.388864586301169,0.660429819072064
"ind_13",3.27293239404905,3.00797864829256,1.93531412160564,2.18008612372965,2.42781263366874,2.26503268823341,0.548755890410166,0.495840373819108,0.403543831630444,1.38300026328502,-0.424965544417877,-0.504156637595393,0.388452080470385,0.84480524513792
"ind_14",3.16185692274287,3.09423062302577,1.96273331153073,2.17544683120375,2.42933410874582,2.3113620008098,0.515017555488283,0.485260222452388,0.468684745092315,1.2582514078698,-0.311638691975704,-0.334588002735261,0.404689913525835,0.554607427126686
"ind_15",3.55392287757242,3.19745951939805,1.96512323002168,2.1162157898094,2.50754228810548,2.2630187053489,0.519327078624209,0.50278272698884,0.361144064374355,1.38986067755134,-0.421204103004372,-0.479494569012829,0.397435665705428,0.599626390473822
"ind_16",3.2104447583668,3.04986192914235,1.90347196855054,2.18865550212463,2.49132200449074,2.12498882158478,0.550315467143973,0.501990048829561,0.539496817233041,0.870582345663168,-0.360350170510615,-0.281504942345695,0.325691495850452,0.774138801898584
"ind_17",3.2263116248131,2.90320104508407,1.85648086952591,2.17161414542632,2.46563305018772,2.22762112616382,0.577102080412407,0.516320268623349,0.48232548340595,1.16143190361155,-0.39147111973577,-0.422343027480457,0.404921570047377,0.498897969411052
"ind_18",3.04088102278975,2.93377773662171,2.03583069296766,2.15994121232757,2.39487173638607,2.20532094660791,0.549467032508722,0.504037776258573,0.442848185445239,1.21766900339716,-0.378916559706907,-0.312863373374632,0.454692227671689,0.557734642331054
"ind_19",3.25943123989189,3.1321416733525,1.96134111359883,2.16048504005746,2.45321471438912,2.5259093004821,0.555266354374687,0.516669318865091,0.409821424630278,1.05682994515231,-0.496968983133453,-0.308548420225943,0.420469711939264,0.750802443722679
"ind_20",3.01409190588889,3.00638494158403,2.00420016686625,2.2179271298338,2.41666015914907,2.19966534193226,0.52545620632917,0.498422115454495,0.411456022459712,1.32419975910672,-0.392280999283744,-0.350286949227914,0.377929707151284,0.479864451118471
"ind_21",3.46164358608221,3.03494432918344,2.23806152747815,2.17776252141391,2.40326763824853,1.96087319400637,0.601812080813413,0.513309382134492,0.484327613673392,0.847591784804817,-0.559553236150079,-0.318897468486679,0.426635643601209,0.83294757002027
"ind_22",3.56899827956158,3.02656842902567,2.04441573609061,2.17486694241142,2.47624344294028,2.33978312730495,0.541647064642839,0.497393458414219,0.413623557759943,1.38950694487997,-0.456651737191197,-0.465059692184685,0.319957593994034,0.603337104092825
"ind_22",3.67986663248861,2.97937090585121,2.09177246947498,2.16544380525387,2.47397918504087,2.33114629034634,0.538185929016396,0.496630724348264,0.423493959609296,1.39821417489086,-0.513571733544171,-0.4730812493031,0.318451008979391,0.632415388733809
"ind_23",2.67759038760073,3.28326919599619,2.05518883367587,2.21341629166491,2.50846140227944,2.46506484105553,0.542682713456104,0.484589046841119,0.436652376570179,1.25985600105918,-0.439607123322506,-0.278262961455771,0.421389415030984,0.267794926101835
"ind_23",2.70810917939479,3.30657746460559,2.05733842193566,2.20858741773307,2.5199777399005,2.48345474656837,0.541528699989513,0.484745065874148,0.446244114026341,1.18856639276456,-0.420583083392128,-0.294527570313142,0.424900028579803,0.319164923884209
"ind_24",3.27844079032834,3.1642543318979,2.12707870669279,2.18969289110415,2.42552523086759,2.14323228430782,0.512016064230935,0.485016922139993,0.352972838444604,1.14726736399396,-0.568552738289605,-0.430589540079234,0.422299355611265,0.913860971998035
"ind_24",3.16587089340051,3.1358437146776,2.10397351459507,2.18921111036352,2.4404301957329,2.18602959962814,0.513833485368036,0.484058456403154,0.361279909792927,1.17551583535215,-0.536810471121501,-0.430209607986919,0.428360874091392,0.932107693839827
"ind_25",3.03553914703014,3.11839159293566,1.75879885375732,2.13206402722841,2.46624086606763,2.35432011282131,0.554667848906112,0.529359883797448,0.383884688577246,1.38779712547803,-0.589692163794115,-0.315781814624736,0.412376576064855,0.581693107461986
"ind_25",3.01275567079883,3.0760922026943,1.7473074524182,2.12581404747883,2.46738766146388,2.40712925340076,0.551564721543582,0.533321656020731,0.401874346637619,1.36186086957353,-0.562447862760093,-0.320897417393353,0.40973350660036,0.600129594010931
"ind_26",2.73068257742555,3.12406616281117,1.97526536188451,2.19945513284957,2.48965422349832,2.34956296820989,0.567449797377277,0.509509131632485,0.497993068854374,1.3218055120157,-0.646258881471989,-0.346598683336979,0.363798047891045,0.552708612402288
"ind_26",2.73510470386962,3.16521040591385,1.98558063446074,2.19986462036977,2.4965843038808,2.33608387921562,0.556409763846261,0.510623455164666,0.49468790816599,1.34404783538129,-0.640325462556059,-0.388189393551575,0.370475095670238,0.526293775797167
"ind_27",2.94720301268668,3.22891472351597,2.09540313954204,2.19290022880958,2.4585431820955,2.20905056995074,0.520065581485822,0.491971771666041,0.367943950415759,0.833521206683658,-0.303941983632759,-0.433488703791705,0.34853131452457,0.621467689209339
"ind_27",3.04926883349766,3.24996933082891,2.09831164208177,2.19183276844435,2.47809172954889,2.19410939180871,0.511988132253401,0.492204521714934,0.380378634833316,0.795862206522765,-0.289456920653144,-0.450899095441043,0.350145411194291,0.682173022747917
"ind_28",3.33083268544834,3.10548354217353,2.07746994871972,2.15885483062894,2.4812385232901,2.19649757284851,0.536112642697051,0.519258559684738,0.434507308145644,1.14527540491596,-0.25310860189861,-0.62605215432961,0.396081106052495,0.884344504315964
"ind_28",3.17313462376396,3.11166111046714,2.09352985155767,2.1661547263949,2.48123334251808,2.17469183838323,0.543233418778555,0.520749716465818,0.422140386885196,1.11308122471336,-0.325135205066439,-0.623716312845949,0.399555375988165,0.863971720553506
"ind_29",3.14155523472657,3.18979921492436,2.33976961964433,2.2046051393318,2.46348620793232,2.32435394860678,0.537796087833381,0.513654005768041,0.395737161907308,1.31998032782165,-0.349780613249879,-0.40414464032679,0.381852134887874,0.670030681638423
"ind_29",3.06277358527262,3.17360617995464,2.29697733563099,2.19697619218724,2.46574096496735,2.34390720420513,0.550180347397223,0.52047758678181,0.435323976254983,1.27993686484637,-0.364170472963921,-0.396543156926446,0.380281257001362,0.722503773326565
"ind_30",3.29125997634873,3.10956983034377,1.84532842365148,2.17233006628145,2.42833472920958,2.33352216441049,0.51258450391418,0.514302230334919,0.16842881944512,1.257116201675,-0.408497759114157,-0.393780382575835,0.433399253080336,0.661173226788575
"ind_30",3.47164235002038,3.08644864775741,1.85646950536655,2.18104927068805,2.43071972684591,2.28828787014731,0.515013090530806,0.512490317643659,0.174263374347997,1.26056150699907,-0.376014317270905,-0.402592030138915,0.426088208553534,0.627317779853924
"ind_31",3.01951844805837,3.21635856356545,1.94850502040176,2.19287828739609,2.44897343695834,2.40284163422185,0.547180671201535,0.486704434528456,0.492837789568913,1.25541849144949,-0.455613163499674,-0.422278592411299,0.401662003492146,0.572260950165322
"ind_31",3.0451003944894,3.24042166172125,1.96214720310224,2.1866814605517,2.4434954362888,2.44887865945187,0.554985598592694,0.49070377950404,0.517318043210196,1.27911626774479,-0.475017247037955,-0.423045725811284,0.395750458147689,0.529303918754785
"ind_32",2.98750855426679,2.90680154456386,2.04585246480023,2.12458603126091,2.47267836863829,2.4582894187648,0.576546167537807,0.502674040479565,0.413401486434319,1.30373790964684,-0.513532365277298,-0.36785136996066,0.390226072326712,0.690380304175145
"ind_32",3.08682916117917,2.92672683925626,2.07730380761608,2.12511183943666,2.46829596625018,2.41341566625689,0.572706541183796,0.504245092534655,0.417807919730045,1.2426811478955,-0.516709420815406,-0.393741483432194,0.40108459480635,0.649456408386433
"ind_33",3.4569540870497,3.22684395650842,1.9232384323966,2.1999842284451,2.517279238656,2.3517095851467,0.561911715536301,0.479184351510689,0.568498678693952,1.19966342937432,-0.459111724599171,-0.498526769172988,0.406909678509744,0.58701512597899
"ind_33",3.53721411314099,3.24464741080169,1.9592782991574,2.20045329747621,2.51643288250026,2.28566264491043,0.567267249406856,0.475461433519379,0.577890038951115,1.25575673160574,-0.416387497608427,-0.520466689926966,0.416289487341845,0.571337201738338
"ind_34",3.10082958681063,3.17430277939956,2.00887277053579,2.17282420542068,2.46952790440995,2.46585337289046,0.545100889276164,0.506322045010303,0.360356716167612,1.29795359775156,-0.423468809799736,-0.243821508295797,0.364940545917279,0.553793094089999
"ind_34",3.10357567598103,3.18831281861885,2.05726704271135,2.16344720365691,2.48393134867736,2.48045794285291,0.545183942509717,0.503525799007414,0.378811396469001,1.24230902926819,-0.457910406845024,-0.226909989090186,0.351482395579954,0.568430837007939
"ind_35",3.04727063643083,3.16823073854753,2.03187150418458,2.13853544152163,2.49780293217002,2.34032024481604,0.513611158761336,0.511589136262646,0.488389038579099,1.36349616795489,-0.56391965589105,-0.299068248438708,0.430659836041946,0.739417437473652
"ind_35",2.97460445038663,3.18456807106584,2.0381723261908,2.13344849275465,2.49810980736678,2.29637353794653,0.527570359240228,0.515518476785161,0.498414207535206,1.37706727295334,-0.621936251543766,-0.286080442341326,0.434629456596598,0.75608553690926
"ind_35",2.99147663344645,3.2076094235151,2.01026574368307,2.13931870839962,2.49020805453927,2.26708075972719,0.520219009460626,0.510878297943854,0.501930024993098,1.39348640306199,-0.583106215503947,-0.290515624706691,0.43630740317589,0.770145494969356
"ind_36",3.415072683938,3.00676471555901,2.15420048553448,2.15209368342793,2.44135301696181,2.18604136506536,0.566372012813692,0.503746796910539,0.480595872532528,0.948103257272521,-0.130917336671917,-0.397943608006556,0.365228809417635,0.783042642359442
"ind_36",3.39252460557315,3.03949316392955,2.07546197112449,2.15541398003884,2.44099491744798,2.18802858962682,0.579072028728956,0.501421047280372,0.454037688621017,0.942213386609814,-0.159193604398935,-0.411796342125973,0.352759879249805,0.825674358534436
"ind_36",3.42663771804781,3.05624564053525,2.1038067407387,2.15411771908863,2.43623328216208,2.17393913438354,0.575755794568549,0.506236054569327,0.448908526682621,0.963267006442476,-0.162621699782722,-0.412993792879767,0.353800709567759,0.781360166474578
"ind_37",3.42190626137872,2.97997978216336,2.01755737194137,2.1662414476451,2.48339480125017,2.34465318346507,0.556128728021413,0.511279509492795,0.41555176216334,1.10163139081523,-0.282021535465268,-0.488939625452898,0.411339391750955,0.529357856065114
"ind_37",3.40963954242129,2.98906174750464,2.06511705713101,2.17202312038812,2.49227622705609,2.30474792514119,0.554938333749231,0.509762788443562,0.444773838604535,1.09098739994186,-0.218261572542661,-0.482918797771369,0.409176678550424,0.587293813805008
